image_name,iphone_probability
Aphones (15540).jpg,0.0006980267353355885
Aphones (15549).jpg,0.8094637393951416
Aphones (1555).jpg,0.023468097671866417
Aphones (15624).jpg,0.015637848526239395
Aphones (15669).jpg,0.6852200031280518
Aphones (15700).jpg,0.04988865926861763
Aphones (1572).jpg,0.015352736227214336
Aphones (15728).jpg,3.266673593316227e-05
Aphones (15741).jpg,2.208900696132332e-05
Aphones (1575).jpg,0.0005809416179545224
Aphones (15752).jpg,0.00030465979943983257
Aphones (15759).jpg,0.0011955855879932642
Aphones (15764).jpg,0.015511800535023212
Aphones (15781).jpg,1.2002008134004427e-06
Aphones (15805).jpg,0.5559101700782776
Aphones (15818).jpg,2.3532300474471413e-05
Aphones (15854).jpg,0.47025883197784424
Aphones (15899).jpg,2.30896348512033e-05
Aphones (15962).jpg,0.029848717153072357
Aphones (15970).jpg,0.0009188298135995865
Aphones (15989).jpg,0.0006269689765758812
Aphones (16059).jpg,5.260249508864945e-06
Aphones (16076).jpg,0.9306375980377197
Aphones (16110).jpg,0.9995324611663818
Aphones (16180).jpg,0.06879657506942749
Aphones (16209).jpg,0.00013944566308055073
Aphones (16276).jpg,8.778113260632381e-05
Aphones (1628).jpg,0.10812870413064957
Aphones (16281).jpg,2.058345671684947e-05
Aphones (1642).jpg,0.029884811490774155
Aphones (16422).jpg,0.4111136794090271
Aphones (16429).jpg,0.029108606278896332
Aphones (16439).jpg,1.0959934293452989e-08
Aphones (16442).jpg,0.1333286613225937
Aphones (16453).jpg,4.8197918545156426e-08
Aphones (16461).jpg,3.014187495864462e-05
Aphones (16496).jpg,0.0008094095392152667
Aphones (16499).jpg,0.006017777603119612
Aphones (16528).jpg,0.11124669760465622
Aphones (16529).jpg,7.667269528610632e-05
Aphones (16533).jpg,0.000900107086636126
Aphones (16558).jpg,0.0008380876388400793
Aphones (16565).jpg,0.08446361869573593
Aphones (16598).jpg,0.0001950832229340449
Aphones (16634).jpg,5.186019916436635e-05
Aphones (16642).jpg,1.0753936976470868e-06
Aphones (16643).jpg,0.0007000713376328349
Aphones (16644).jpg,0.5615836381912231
Aphones (16649).jpg,0.045491334050893784
Aphones (16670).jpg,0.0036243535578250885
Aphones (16689).jpg,0.9954454898834229
Aphones (16721).jpg,1.971486744878348e-05
Aphones (16732).jpg,1.5737613523469918e-07
Aphones (16795).jpg,1.1047326324842288e-06
Aphones (16844).jpg,0.001356614870019257
Aphones (16849).jpg,0.5750248432159424
Aphones (16904).jpg,0.06954174488782883
Aphones (16952).jpg,0.0006944126798771322
Aphones (16961).jpg,0.13797499239444733
Aphones (16972).jpg,0.9709265232086182
Aphones (16985).jpg,7.187085770965496e-07
Aphones (16994).jpg,0.6001321077346802
Aphones (17120).jpg,0.004024759866297245
Aphones (17123).jpg,3.0327802846841223e-07
Aphones (17154).jpg,0.0002929471665993333
Aphones (17174).jpg,1.115492977987742e-06
Aphones (17196).jpg,9.487279584163844e-08
Aphones (17240).jpg,1.4290462786448188e-06
Aphones (17244).jpg,0.02303493395447731
Aphones (17254).jpg,1.0153482890018495e-06
Aphones (17268).jpg,0.659854531288147
Aphones (17287).jpg,6.779145041946322e-05
Aphones (17288).jpg,0.1844155639410019
Aphones (17290).jpg,2.4367107016587397e-06
Aphones (17291).jpg,2.3320666514337063e-05
Aphones (17360).jpg,3.8355530705302954e-05
Aphones (17377).jpg,0.007485939655452967
Aphones (17378).jpg,0.29718074202537537
Aphones (17436).jpg,0.8896166086196899
Aphones (17479).jpg,0.8146336078643799
Aphones (17509).jpg,1.70886760315625e-05
Aphones (17518).jpg,1.959704176712762e-09
Aphones (17519).jpg,5.8451019867789e-05
Aphones (1752).jpg,0.011894313618540764
Aphones (17562).jpg,0.0012384564615786076
Aphones (17599).jpg,0.002869578078389168
Aphones (1760).jpg,0.0006595329032279551
Aphones (17603).jpg,0.0032905247062444687
Aphones (17731).jpg,0.00051630794769153
Aphones (17733).jpg,0.999552309513092
Aphones (17755).jpg,0.3559729754924774
Aphones (17766).jpg,0.17927327752113342
Aphones (17770).jpg,0.14959371089935303
Aphones (17816).jpg,0.37963443994522095
Aphones (17849).jpg,0.0831894502043724
Aphones (17855).jpg,0.015683334320783615
Aphones (17900).jpg,0.48409411311149597
Aphones (17915).jpg,0.9822894930839539
Aphones (1792).jpg,0.5459356307983398
Aphones (17945).jpg,0.9819130897521973
Aphones (17964).jpg,0.4152444303035736
Aphones (18007).jpg,0.0007231815834529698
Aphones (18012).jpg,3.5517208743840456e-05
Aphones (18020).jpg,8.664568304084241e-05
Aphones (1807).jpg,8.080951374722645e-08
Aphones (18075).jpg,2.1876539904042147e-06
Aphones (18114).jpg,0.655659019947052
Aphones (18138).jpg,0.9992148876190186
Aphones (18183).jpg,0.08144483715295792
Aphones (18194).jpg,5.531391025215271e-07
Aphones (18214).jpg,0.017619602382183075
Aphones (18233).jpg,3.0609549867222086e-05
Aphones (18258).jpg,0.0913768783211708
Aphones (18291).jpg,0.00037651220918633044
Aphones (18309).jpg,3.876100151956052e-08
Aphones (18321).jpg,0.9771849513053894
Aphones (18338).jpg,0.027219798415899277
Aphones (18380).jpg,2.2617670765612274e-05
Aphones (18399).jpg,0.7284830808639526
Aphones (18408).jpg,0.21125870943069458
Aphones (18419).jpg,3.368350735399872e-05
Aphones (18423).jpg,0.9991331696510315
Aphones (18456).jpg,0.06506268680095673
Aphones (18472).jpg,0.9763016104698181
Aphones (18502).jpg,0.02034538798034191
Aphones (18546).jpg,0.3975026607513428
Aphones (18556).jpg,3.443812568448834e-09
Aphones (18592).jpg,2.34897670452483e-05
Aphones (18621).jpg,0.1030750721693039
Aphones (18645).jpg,3.492666849069792e-07
Aphones (18661).jpg,0.16215085983276367
Aphones (1871).jpg,0.08827158063650131
Aphones (18742).jpg,4.105843345314497e-06
Aphones (18788).jpg,1.94362996808195e-06
Aphones (18816).jpg,0.0235303845256567
Aphones (18846).jpg,2.2044462184567237e-06
Aphones (18878).jpg,0.0020120141562074423
Aphones (18904).jpg,0.910986602306366
Aphones (18938).jpg,0.0015236433828249574
Aphones (18949).jpg,0.0011116284877061844
Aphones (19029).jpg,0.02366821840405464
Aphones (19059).jpg,0.003945204429328442
Aphones (19083).jpg,0.00035529714659787714
Aphones (19085).jpg,4.532173988991417e-05
Aphones (19212).jpg,5.917140515521169e-05
Aphones (19220).jpg,0.015484895557165146
Aphones (19272).jpg,0.10824159532785416
Aphones (19312).jpg,0.009605295024812222
Aphones (19341).jpg,4.683552106143907e-06
Aphones (19382).jpg,0.0811038687825203
Aphones (19456).jpg,0.015338052064180374
Aphones (19557).jpg,0.32945603132247925
Aphones (19571).jpg,0.0007678702822886407
Aphones (19577).jpg,0.00028369342908263206
Aphones (1958).jpg,0.9276793003082275
Aphones (19630).jpg,0.0018732837634161115
Aphones (19672).jpg,0.3991227149963379
Aphones (19690).jpg,0.0007660599076189101
Aphones (19727).jpg,0.746154248714447
Aphones (19738).jpg,0.3710990250110626
Aphones (19758).jpg,0.9604106545448303
Aphones (1977).jpg,0.03607898950576782
Aphones (19845).jpg,0.007464345078915358
Aphones (19881).jpg,0.04568633809685707
Aphones (19883).jpg,0.9805327653884888
Aphones (1991).jpg,4.813100167666562e-05
Aphones (19929).jpg,0.22366058826446533
Aphones (19930).jpg,0.00029658075072802603
Aphones (19950).jpg,0.25867900252342224
Aphones (20017).jpg,0.00033577863359823823
Aphones (20092).jpg,3.4516929758865444e-07
Aphones (20111).jpg,0.0364505834877491
Aphones (20123).jpg,0.893696129322052
Aphones (20127).jpg,0.00010918669431703165
Aphones (20129).jpg,2.541519563692418e-07
Aphones (20167).jpg,4.723162419395521e-06
Aphones (20198).jpg,1.151497144746827e-05
Aphones (20295).jpg,0.00040744824218563735
Aphones (20326).jpg,0.018466059118509293
Aphones (20329).jpg,0.47411221265792847
Aphones (2034).jpg,0.0452386811375618
Aphones (2035).jpg,1.8353091491007945e-06
Aphones (20352).jpg,0.9653918147087097
Aphones (20413).jpg,0.032103877514600754
Aphones (20464).jpg,0.34021735191345215
Aphones (20502).jpg,0.005289564374834299
Aphones (20519).jpg,0.0116420928388834
Aphones (20614).jpg,0.0027817515656352043
Aphones (20617).jpg,0.01699233427643776
Aphones (20623).jpg,0.0003424985916353762
Aphones (20632).jpg,0.0046510822139680386
Aphones (20707).jpg,3.5073691833531484e-05
Aphones (2072).jpg,0.029995273798704147
Aphones (20735).jpg,0.0027824726421386003
Aphones (2076).jpg,0.0003608981496654451
Aphones (20769).jpg,1.5500998415518552e-05
Aphones (20773).jpg,5.51094017282594e-05
Aphones (20777).jpg,0.006602085195481777
Aphones (20824).jpg,3.1966988899512216e-05
Aphones (20864).jpg,0.013464145362377167
Aphones (20913).jpg,0.992566704750061
Aphones (2093).jpg,0.1765415221452713
Aphones (20942).jpg,0.009118861518800259
Aphones (2099).jpg,0.031196288764476776
Aphones (20995).jpg,0.02440544217824936
Aphones (20999).jpg,0.0006175884045660496
Aphones (21032).jpg,0.007874873466789722
Aphones (21063).jpg,0.0004271901852916926
Aphones (21126).jpg,7.298804121091962e-07
Aphones (21167).jpg,2.5450609086874465e-07
Aphones (2120).jpg,8.135610187309794e-06
Aphones (2122).jpg,4.407882414625419e-08
Aphones (21264).jpg,1.9680452169268392e-05
Aphones (21269).jpg,0.19033978879451752
Aphones (21290).jpg,0.014132422395050526
Aphones (21326).jpg,0.12158621102571487
Aphones (21348).jpg,1.1219690350117162e-05
Aphones (21383).jpg,0.00030319186043925583
Aphones (214).jpg,0.0903375968337059
Aphones (21417).jpg,8.129482012009248e-05
Aphones (21430).jpg,1.368312950944528e-05
Aphones (21444).jpg,0.014919169247150421
Aphones (21465).jpg,0.9940800070762634
Aphones (21499).jpg,0.05568384379148483
Aphones (21558).jpg,1.1658385545842975e-07
Aphones (21568).jpg,2.2372343664756045e-05
Aphones (21575).jpg,0.0005079593975096941
Aphones (21583).jpg,0.0730455219745636
Aphones (21585).jpg,4.3408857891336083e-05
Aphones (21636).jpg,0.0002704201324377209
Aphones (21644).jpg,0.9552215933799744
Aphones (21685).jpg,6.771386438231275e-07
Aphones (21705).jpg,0.14406652748584747
Aphones (21723).jpg,0.0018265044782310724
Aphones (21785).jpg,0.00018531760724727064
Aphones (21878).jpg,1.15618740892387e-06
Aphones (21895).jpg,0.005219243932515383
Aphones (21933).jpg,0.0006601579952985048
Aphones (21941).jpg,0.1157468631863594
Aphones (21949).jpg,0.012632619589567184
Aphones (21950).jpg,0.0538509227335453
Aphones (21957).jpg,0.00039615860441699624
Aphones (21965).jpg,0.00019360081932973117
Aphones (21971).jpg,8.928707393351942e-05
Aphones (22006).jpg,0.00014250670210458338
Aphones (2204).jpg,0.0006339245592243969
Aphones (22056).jpg,0.3768773674964905
Aphones (22066).jpg,0.12844911217689514
Aphones (2210).jpg,0.8196685910224915
Aphones (22117).jpg,5.058125680079684e-06
Aphones (2214).jpg,0.06435506790876389
Aphones (22215).jpg,0.013840271160006523
Aphones (22242).jpg,0.3578914701938629
Aphones (22250).jpg,0.03156951442360878
Aphones (22349).jpg,0.004606698174029589
Aphones (2239).jpg,0.0001279791322303936
Aphones (22456).jpg,0.006670384202152491
Aphones (22471).jpg,0.00013272895012050867
Aphones (22476).jpg,0.0006605512462556362
Aphones (22506).jpg,0.005676576402038336
Aphones (22516).jpg,0.016278821974992752
Aphones (22569).jpg,2.0593574845406692e-07
Aphones (22596).jpg,2.0879639123450033e-05
Aphones (22607).jpg,0.30152618885040283
Aphones (22637).jpg,9.452016456634738e-06
Aphones (22641).jpg,0.06732548773288727
Aphones (22662).jpg,0.9999680519104004
Aphones (22678).jpg,0.2576855719089508
Aphones (22681).jpg,0.006839287001639605
Aphones (22701).jpg,0.04913036525249481
Aphones (22722).jpg,7.827043737052009e-05
Aphones (22734).jpg,1.2731117067232844e-06
Aphones (22745).jpg,0.007735626306384802
Aphones (22755).jpg,0.007550367154181004
Aphones (22757).jpg,0.0781148299574852
Aphones (22762).jpg,1.62782034749398e-05
Aphones (22763).jpg,7.388984522549435e-05
Aphones (22770).jpg,0.9312633872032166
Aphones (22801).jpg,7.727535233925664e-08
Aphones (22817).jpg,0.001901129144243896
Aphones (22840).jpg,0.00014922315313015133
Aphones (22847).jpg,0.00037208464345894754
Aphones (22875).jpg,0.08733023703098297
Aphones (22887).jpg,0.06607875972986221
Aphones (22901).jpg,0.5794547200202942
Aphones (22905).jpg,0.1785246729850769
Aphones (22927).jpg,0.7257569432258606
Aphones (22952).jpg,0.0017250166274607182
Aphones (2299).jpg,0.0012113163247704506
Aphones (23009).jpg,0.12081876397132874
Aphones (23011).jpg,2.925418084487319e-05
Aphones (23029).jpg,3.8039909213694045e-06
Aphones (23045).jpg,0.9971109628677368
Aphones (23062).jpg,0.09976532310247421
Aphones (23064).jpg,0.009706363081932068
Aphones (23114).jpg,1.911509571073111e-05
Aphones (23123).jpg,6.019688747471719e-09
Aphones (23139).jpg,1.025228266371414e-05
Aphones (23172).jpg,0.0005266369553282857
Aphones (23217).jpg,5.0748367357300594e-05
Aphones (23222).jpg,0.04058246314525604
Aphones (23289).jpg,0.35560861229896545
Aphones (23314).jpg,2.6175817069429286e-09
Aphones (23397).jpg,0.0005910649779252708
Aphones (23399).jpg,3.7579495256068185e-05
Aphones (2342).jpg,2.3490058083552867e-05
Aphones (23467).jpg,0.06689577549695969
Aphones (23479).jpg,4.2189022053662484e-08
Aphones (23484).jpg,2.96060193250014e-06
Aphones (23491).jpg,1.6492624865804828e-07
Aphones (23494).jpg,3.5966320410807384e-06
Aphones (23495).jpg,0.011784537695348263
Aphones (23498).jpg,0.01598862186074257
Aphones (23512).jpg,1.7726577425491996e-05
Aphones (23572).jpg,0.017188353464007378
Aphones (2362).jpg,1.7846828086476307e-06
Aphones (23627).jpg,0.006703764200210571
Aphones (23672).jpg,0.6362073421478271
Aphones (23712).jpg,0.0003975641157012433
Aphones (23713).jpg,0.06807374209165573
Aphones (23715).jpg,0.001392385340295732
Aphones (23732).jpg,0.000824839633423835
Aphones (2374).jpg,1.4867865827383753e-09
Aphones (23742).jpg,0.0018398129614070058
Aphones (23745).jpg,0.005650507751852274
Aphones (23751).jpg,0.8791143298149109
Aphones (23765).jpg,1.3218864296504762e-06
Aphones (23777).jpg,0.0019825678318738937
Aphones (23828).jpg,1.7963437812795746e-06
Aphones (23838).jpg,0.814998209476471
Aphones (23840).jpg,0.00036253512371331453
Aphones (23847).jpg,4.344513945397921e-05
Aphones (2388).jpg,0.9874529242515564
Aphones (23895).jpg,0.00047652682405896485
Aphones (23903).jpg,0.12124988436698914
Aphones (23904).jpg,2.536979309297749e-06
Aphones (23925).jpg,0.9300960898399353
Aphones (23927).jpg,6.0693815612467006e-05
Aphones (23929).jpg,0.9566738605499268
Aphones (23937).jpg,3.3405978427936134e-08
Aphones (2394).jpg,6.886458140797913e-05
Aphones (23958).jpg,5.671807230100967e-05
Aphones (23968).jpg,0.023608336225152016
Aphones (2399).jpg,0.013083720579743385
Aphones (24004).jpg,0.2200019508600235
Aphones (24011).jpg,0.00035157197271473706
Aphones (24014).jpg,1.4151816003504791e-06
Aphones (24073).jpg,0.007904605939984322
Aphones (24111).jpg,0.0003016602713614702
Aphones (24135).jpg,0.9888705611228943
Aphones (24156).jpg,0.012969043105840683
Aphones (2422).jpg,0.13884872198104858
Aphones (24249).jpg,4.937354081135936e-09
Aphones (24270).jpg,0.9994181394577026
Aphones (24351).jpg,0.9353655576705933
Aphones (24361).jpg,0.001032204949297011
Aphones (24365).jpg,0.0001977263018488884
Aphones (24379).jpg,0.05774664133787155
Aphones (24404).jpg,0.00014359314809553325
Aphones (24461).jpg,0.6766104698181152
Aphones (24470).jpg,0.042395077645778656
Aphones (24473).jpg,3.2961593205982354e-06
Aphones (2452).jpg,2.1947669665678404e-05
Aphones (24563).jpg,0.003209806978702545
Aphones (24634).jpg,1.614478424016852e-05
Aphones (24694).jpg,0.0007068308186717331
Aphones (24718).jpg,0.7583898305892944
Aphones (2481).jpg,8.851012535160407e-05
Aphones (24814).jpg,0.0041429647244513035
Aphones (24836).jpg,0.0008207630016840994
Aphones (24869).jpg,0.012087692506611347
Aphones (24901).jpg,3.174849189235829e-05
Aphones (24917).jpg,0.023807890713214874
Aphones (24945).jpg,0.4729885160923004
Aphones (24955).jpg,0.0004921115469187498
Aphones (24976).jpg,0.0002936249366030097
Aphones (25006).jpg,0.0025999213103204966
Aphones (25032).jpg,3.903866672771983e-05
Aphones (25133).jpg,2.2241725673666224e-05
Aphones (2514).jpg,0.0014645582996308804
Aphones (25209).jpg,0.001062635681591928
Aphones (25224).jpg,5.157724444870837e-05
Aphones (2525).jpg,0.00038466998375952244
Aphones (2529).jpg,0.0008293275604955852
Aphones (25300).jpg,0.3204546868801117
Aphones (25397).jpg,8.697150769876316e-05
Aphones (25439).jpg,6.710610591653676e-07
Aphones (25442).jpg,1.2825514305106478e-12
Aphones (25491).jpg,4.834914761886466e-06
Aphones (25517).jpg,1.6516500181751326e-05
Aphones (25523).jpg,0.1192736104130745
Aphones (25533).jpg,9.444973693462089e-05
Aphones (25535).jpg,0.3144567906856537
Aphones (25573).jpg,3.364116491866298e-05
Aphones (25614).jpg,5.774028295491007e-07
Aphones (25656).jpg,0.0038530989550054073
Aphones (25663).jpg,0.0005173972458578646
Aphones (25695).jpg,1.7094398572226055e-05
Aphones (25715).jpg,0.0008149019558914006
Aphones (25840).jpg,0.9999518394470215
Aphones (25878).jpg,0.005616001319140196
Aphones (25888).jpg,4.7959234507288784e-05
Aphones (25904).jpg,5.270935616863426e-06
Aphones (25905).jpg,0.00021743639081250876
Aphones (25928).jpg,0.060587119311094284
Aphones (25932).jpg,0.00032116484362632036
Aphones (25951).jpg,0.16652730107307434
Aphones (25989).jpg,0.9700143933296204
Aphones (26019).jpg,0.5356962084770203
Aphones (26046).jpg,0.0291842482984066
Aphones (26049).jpg,0.0017528614262118936
Aphones (26122).jpg,0.9996213912963867
Aphones (26134).jpg,1.319367584073916e-06
Aphones (26170).jpg,0.060832664370536804
Aphones (26187).jpg,0.7967092394828796
Aphones (26214).jpg,0.0011693598935380578
Aphones (26218).jpg,0.5137954354286194
Aphones (26226).jpg,0.18854670226573944
Aphones (26271).jpg,1.4626141364715295e-07
Aphones (26292).jpg,4.3741794797824696e-05
Aphones (26339).jpg,0.0048868670128285885
Aphones (2634).jpg,0.00018469453789293766
Aphones (26363).jpg,0.9722036719322205
Aphones (26384).jpg,8.592236554250121e-05
Aphones (26529).jpg,0.33917295932769775
Aphones (2657).jpg,0.5192121267318726
Aphones (26584).jpg,3.5676798688655253e-06
Aphones (26617).jpg,0.03313479200005531
Aphones (26700).jpg,0.1551048755645752
Aphones (26726).jpg,0.16423815488815308
Aphones (26742).jpg,5.672878251061775e-05
Aphones (2682).jpg,4.249711309967097e-06
Aphones (26888).jpg,0.0009727668366394937
Aphones (26892).jpg,0.021767251193523407
Aphones (269).jpg,0.014803214929997921
Aphones (26915).jpg,2.325748937437311e-06
Aphones (26921).jpg,0.010088104754686356
Aphones (27018).jpg,5.1117895054630935e-05
Aphones (27064).jpg,3.8145733469718834e-06
Aphones (27089).jpg,0.8977161645889282
Aphones (27114).jpg,4.524263204075396e-06
Aphones (27160).jpg,0.007897298783063889
Aphones (27177).jpg,0.00025746482424438
Aphones (27178).jpg,0.07952073961496353
